publishTime,position,salary,companyName,companyType,companySize,responsibility,requirement,requirement_city,requirement_exp,requirement_edu,avg_salary
发布于2018-11-16 15:58,社群运营,4K-9K,千锋互联,在线教育,A轮500-999人,【岗位要求】1、以论坛微信群粉丝为中心，独立策划各种粉丝互动，能够对热点快速反应，完成社群的粉丝激活任务，提升平台的粘性和美誉度；2、负责内部社群的日常运营，维护交流秩序，处理群内事件、用户意见反馈；3、挖掘用户需求，制定运营机制和运营手段，提升社群的活跃度和粘度；4、负责与外部社群平台的交流对接，资源整理，建立联系整合资源并加以利用。5.论坛 、贴吧、微博等新媒体推广熟悉【任职资格】1、 有教育行业工作经验，独立运营过商业公众号，组织线上线下活动，有明确增粉数量、促销相关数据；2、 成熟运用社群营销规则，保证QQ群微信群活跃度，稳定招新-吸引新成员，留存-激活老成员。并能灵活设置活动规则玩法，成功在微信公众号、QQ空间或群中培养意向客户、成功转化；3、了解公众号基础功能、常用可拓展功能、数据链条分析、小程序开发流；4、有组织策划兴趣类活动经验者优先。别自甘平凡，却在日复一日的机械工作中自怨自艾！别自觉聪明，却在钢筋水泥的熙攘城市中苦苦自虐！来千锋，实现你的梦想！,城市：北京经验：1-3年学历：大专,北京,1-3年,大专,6500.0
发布于2018-11-13 18:17,数据运营,8K-12K,普华商学院,在线教育,不需要融资100-499人,职责描述： 1、负责运营相关的数据分析，以及运营数据需求的沟通协调工作； 2、协助运营人员共同制定数据分析策略，并完成数据分析过程，输出有效结果； 3、负责出具公司整体运营数据报表以及平台各项关键性指标报表； 4、能够通过数据分析，推动业务部门的数据化运营；5、总结运营数据分析的常见维度和指标；6、定期完成月度、季度、年度等数据分析报告及客户业务分析报告。任职要求： 1、本科及以上学历，数据管理、信息管理、统计学、计算机相关专业优先；2、良好的语言表达能力和沟通协调能力；3、2年以上数据相关工作经验，逻辑思维强，对数据敏感，热爱数据分析工作；4、能熟练使用熟练使用excel和sql及（Word、Excel、PPT），有优秀的文字和报告撰写能力； 5、自驱力强，执行力强，心态乐观，乐于沟通和分享；,城市：北京经验：3-5年学历：本科,北京,3-5年,本科,10000.0
发布于2018-10-23 09:10,区域运营经理,5K-10K,北京环球优路教育,在线教育,未融资1000-9999人,岗位职责：1、负责运营及维护所辖区分校的运营体系和服务体系，包含推进、指导与监督分校的运营工作和服务工作，并根据需求反馈相关信息及数据。2、负责所辖区分校团队业绩，并承担自行分校业绩考核。3、负责所辖区分校客服的培训（产品培训、服务意识、沟通技巧、客户关系管理）4、为所辖区分校提供专业的服务意见，保证分校客服的服务质量，推动学员交费与班级升级消费，完成公司下达的业绩指标。5、分析所辖区分校学员服务满意度状况，提供及定制相应服务方案，提升学员满意度。6、协助公司总部总监推进所辖区分校运营项目的落地执行。任职要求：1、 教育、培训行业背景：A、 运营相关经验优先B、 理工或综合类专科以上学历，数据统计相关专业优先；2、 技能要求：A、 精通EXECL，能高效的运用EXECL进行数据处理；B、 项目管理或销售沟通经验；3、 能力要求：抗压能力、逻辑分析、总结能力、数字敏感性、学习能力、适应性强；4、 善于沟通，能快速理解业务需求、执行力强。,城市：北京经验：1-3年学历：大专,北京,1-3年,大专,7500.0
发布于2018-11-13 19:29,淘宝运营,7K-8K,辉煌中天商贸,互联网,不需要融资1000-9999人,要有整体淘宝经验，带领公司团队，人品要好，性格开好，和同事友好相处，待遇可以面谈,城市：北京经验：1-3年学历：本科,北京,1-3年,本科,7500.0
发布于2018-10-16 15:17,内容运营（TX）,7K-9K,文思海辉,计算机软件,已上市10000人以上,1. 直播及视频视频内容运营：负责直播，特别是游戏类直播和热门影视内容日常推荐，追踪数据情况，提升内容点击效率2. 内容资源管理统筹：协助浏览器内内容资源位的统筹及上线工作，对内容素材进行把关和审核，对推广内容进行排期，并反馈资源利用及数据情况3. 资讯更新：更新热门短视频和资讯内容，可以很好的把握内容尺度4. 活动跟进：日常内容型主题线上活动的运营跟进1. 具备很好的文案撰写能力，熟悉标题撰写套路。2. 了解当下游戏直播平台及内容，和热门电视剧、电影、综艺、动漫都节目，对影视内容感兴趣，有激情3. 有一定的资源统筹能力，细心，踏实，善于沟通者优先4. 对社会资讯新闻内容，尺度拿捏精准5. 对数据敏感，可以根据数据进行分析，随时调整运营策略6. 有PS能力，对日常图片素材可以进行基本的修改操作,城市：北京经验：1-3年学历：本科,北京,1-3年,本科,8000.0
发布于2018-07-19 20:30,数据运营,6K-10K,多彩互动广告,互联网,未融资100-499人,"岗位职责：1.协助制定完善的公司业务流程及规则，并且把控及督促有效的实施。2.对公司客户的风险控制及背景调查3.日常的各部门对接（包含日常业务沟通，资金分配，发票回款等工作）4.公司内部的OA系统的管理及迭代5.日常CEO所需的数据整理及数据分析6.对接合作公司的业务往来等任职要求：1.本科及以上学历2.熟悉EXCEL,WORD等办公软件，有一定的数据分析能力3.有较强的工作积极性4.具有出色的语言表达能力与沟通协调能力5.思路清晰，逻辑性强，具有一定的抗压能力6.人品端正，谦虚好学，活泼开朗。",城市：北京经验：1-3年学历：本科,北京,1-3年,本科,8000.0
发布于2018-10-29 11:37,内容运营,10K-15K,火花思维,在线教育,B轮500-999人,任职要求1.统招本科及以上学历，3-5年内容工作经验（优秀的应届毕业生亦可）；2.以下两个条件至少满足其一：发展心理学专业毕业或者从事过3年以上学龄前教育的内容工作；3.对学前教育行业敏感，能独立策划选题、撰写稿件，灵活运用文字、语音、视频、图片输出内容；4.了解80后、90后妈妈群体，自己是妈妈的优先；5.文字功底扎实，面试请携带作品。岗位职责1.完成数学启蒙以及家庭教育类文章的选题策划和内容制作；2.将用户痛点和产品卖点相结合，撰写营销类文章，最终达到转化目标；3.关注同行业的产品和内容，优化提升内容力。,城市：北京经验：3-5年学历：本科,北京,3-5年,本科,12500.0
发布于2018-11-15 18:45,运营策略专家,20K-40K,滴滴出行,移动互联网,D轮及以上10000人以上,工作职责：1. 负责滴滴单车业务用户规模增长；2. 绘制潜在用户画像，通过用户调研和数据挖掘深度洞察用户需求；3. 探索端内外用户获取渠道；4. 构建并监测各渠道漏斗，分析用户行为，洞察转化的驱动因素，优化漏斗；5. 管理用户生命周期，促进用户持续活跃；6. 进行AB test，以实验和数据驱动运营动作和产品决策，实现快速迭代优化；7. 跨部门合作（包括产品、市场、商务、BI等），推动growth项目，设定目标，快速落地并实现项目迭代。任职资格：1. 3年以上互联网产品或用户运营或咨询公司经验，有growth经验者优先；2. 具有强烈好奇心，对用户有深刻洞察，能站在用户角度思考；3. 对数据敏感，有独立完整的数据分析经验，能快速发掘业务和数据的联系；4. 有成功的跨部门协作和项目推动经验，出色的口头和书面沟通能力；5. 逻辑清晰，强烈的使命和自我驱动，抗压能力强。,城市：北京经验：5-10年学历：本科,北京,5-10年,本科,30000.0
发布于2018-09-21 00:04,网店运营,6K-12K,芈小兔教育,移动互联网,天使轮0-20人,工作内容：1、负责官方网店推广与运营2、负责产品推广文案策划工作要求：1、大学本科以上学历2、有相关经验,城市：北京经验：1-3年学历：本科,北京,1-3年,本科,9000.0
发布于2018-11-14 15:46,数据运营,7K-10K,公众信息,通信/网络设备,未融资1000-9999人,"1有相关经验优先2性格要活泼开朗。正直、坦诚、豁达、自信。 3、协助部门经理完成各类信息的收集、录入、汇总、分析工作。4、负责客户统计及分析工作，按进度做好汇报。要精通ppt  excel  word等日常办公软件  岗位职责： 1、负责与用户沟通，进行需求调研，挖掘,分析,引导并归纳用户(客户)需求； 2、与开发人员沟通分析需求的可行性、合理性, 参与需求汇报与评审； 3、收集分析同类软件产品的功能，提出软件改进建议和功能需求； 4、进行数据结构的分析和建模；任职要求：1、统招大专以上学历，22周岁以上；2、同岗位工作经验2年；3、具有高度责任心和抗压能力；4、踏实稳重，善于沟通职业能力要求：  1、优秀的沟通、协调、调度、开拓能力；吃苦耐劳；爱岗敬业。 2、计算机要求：熟练使用OFFICE 、WORD ppt  等办公软件；     3、年龄要求：  22—30周岁    应届生最好是在校级以上学生会任职过 看好要求  谢谢  工作地点在   北京市西城区联通大厦A座；",城市：北京经验：1-3年学历：本科,北京,1-3年,本科,8500.0
